Date,Prophet,SARIMA,Ensemble
2022-09-01,362.15618139053004,343.7684844098006,347.01827315368564
2022-10-01,367.27156820312376,355.3911919755096,357.4908955424154
2022-11-01,375.3035001506174,361.2768876786442,363.7559108741008
2022-12-01,378.7427155370507,365.22195223682235,367.61157310276684
2023-01-01,-110.8080145328745,284.46309950347086,214.6040182642892
2023-02-01,-106.99339583203135,291.4334371138342,221.0166231797005
2023-03-01,-92.94458401878592,296.7685306169039,227.89175422588784
2023-04-01,-84.68721193636435,313.1502227021982,242.83757733179195
2023-05-01,-81.70148291589294,318.1226402531786,247.45887325885064
2023-06-01,-97.5492352782602,308.2115071724576,236.49851913982098
2023-07-01,-112.44658598876276,293.45847942525984,221.71998416667086
2023-08-01,-105.52239038344766,289.8743035296619,219.99302766380163
2023-09-01,-94.48323203971518,294.5129412874156,225.762875043789
2023-10-01,-92.20188303292701,303.7280427330728,233.75252500129426
2023-11-01,-79.42301895758118,306.82071455087,238.55710661413963
2023-12-01,-78.52720472459629,310.99798110818926,242.15441871395433
2024-01-01,-62.7398557103769,331.7021169141608,261.98957574631083
2024-02-01,-64.01349002773293,339.3465217175259,268.05783193343433
2024-03-01,-55.91285533461371,342.49964060643424,272.08536055334747
2024-04-01,-45.52876558810385,357.1185151263526,285.95579137725423
2024-05-01,-40.13048133577473,361.1808528193767,290.2542404275305
2024-06-01,-37.6995942718583,351.41610439239406,282.644913584033
2024-07-01,-47.025521900206115,338.563289662333,270.41543074899465
2024-08-01,-50.369323082645565,336.1995753395547,267.8784986900369
2024-09-01,-50.0748767050884,340.50266874290025,271.473115333282
2024-10-01,-39.3681498287138,349.5534561837451,280.8165687531116
2024-11-01,-40.97197075298908,352.64612800154225,283.0791959348175
2024-12-01,-32.91920105305758,356.8233945588616,287.9414077847938
2025-01-01,-40.70314420265453,343.85006548447706,275.8852358717288
2025-02-01,-25.97966851639717,351.4944702878422,284.7807753276009
2025-03-01,-39.02756518871041,354.6475891767505,285.070573265248
2025-04-01,-29.16722235048627,369.2664636966689,298.84843856509946
2025-05-01,-24.420210766335913,373.32880138969296,303.0317835548473
2025-06-01,-28.074270501547346,363.5640529627103,294.34702069368706
2025-07-01,-39.43282128497094,350.71123823264924,281.7582978811329
2025-08-01,-39.45747253357598,348.347523909871,279.80798284689257
2025-09-01,-35.52888762793759,352.6506173132165,284.0448866941663
2025-10-01,-27.604894919731123,361.7014047540614,292.89652767079457
2025-11-01,-24.36856450735945,364.7940765718585,296.01458929592326
2025-12-01,-18.54241291687316,368.97134312917785,300.48327505741815
2026-01-01,-27.631016684919587,363.83038027820567,294.6446174907536
2026-02-01,-18.482447394098813,371.4747850815708,302.5548640047695
2026-03-01,-18.034301311525894,374.6279039704791,305.22991377018957
2026-04-01,-8.882203282779017,389.2467784903975,318.8826059169177
2026-05-01,-4.940424665305841,393.3091161834217,322.92363634524696
2026-06-01,-14.690069929297067,383.544367756439,313.161557207906
2026-07-01,-27.906857647172103,370.6915530263779,300.2444149375274
