Date,Prophet,SARIMA,Ensemble
2022-09-01,723.1614478699862,762.894448245541,736.3745413992507
2022-10-01,730.6913517357559,777.8271338200321,746.3662187573199
2022-11-01,749.355547377986,774.7073705843553,757.7862223332362
2022-12-01,735.3886613303882,788.5934088710375,753.081745135054
2023-01-01,1011.3666225500361,809.3090668103863,944.172970999746
2023-02-01,1005.5244796736733,811.3122698985202,940.9397750697133
2023-03-01,996.8588342702819,842.4438995346244,945.5085975478423
2023-04-01,1033.7660896622974,822.2153272945744,963.415499902364
2023-05-01,1031.3541753174336,857.4586788871949,973.5257345520024
2023-06-01,1019.4714736807066,851.3248099399317,963.5547904793156
2023-07-01,1019.3023716131956,836.6231858078355,958.5529405337056
2023-08-01,1021.080837447691,850.0986359033624,964.2212044098922
2023-09-01,1008.4962654561904,820.59186104456,946.0092031506936
2023-10-01,1012.5828671661823,851.4400946867789,958.9953076008264
2023-11-01,1031.4321466215117,874.7102299391303,979.3147297731247
2023-12-01,1022.236351969645,833.3731825662688,959.4304551591076
2024-01-01,1008.7983474823789,768.0922001389267,928.7522193808951
2024-02-01,1003.4632410046022,734.4343110915827,913.9984540662954
2024-03-01,1022.0734738396351,751.6914215586223,932.1587099996132
2024-04-01,1004.5142977104912,778.9823518127344,929.5143060960277
2024-05-01,1020.590344829713,754.7709759861243,932.1928880753196
2024-06-01,1028.6746565188291,789.155688649251,949.023321493027
2024-07-01,1026.441722831319,772.3517245713485,941.9448340958488
2024-08-01,993.3354135935461,747.4045651968115,911.5518263767941
2024-09-01,1001.7910077817371,783.2029868645463,929.1001981913138
2024-10-01,1016.4136391631879,755.9301213761294,929.7906041338534
2024-11-01,1035.053739197222,800.91706151169,957.192269093053
2024-12-01,1011.6250997802879,785.8480403013452,936.5435963584378
2025-01-01,1010.8742470980426,752.228427668249,924.8623333040441
2025-02-01,1003.6290201126341,786.0656425020584,931.2789526689521
2025-03-01,1020.8944062371206,764.0478907923787,935.4808457418249
2025-04-01,1021.4382753275202,782.1890747744487,941.876650636967
2025-05-01,1031.6477585001535,811.9256459724866,958.5798100483721
2025-06-01,1033.0058801756936,773.6752280741616,946.7662272716847
2025-07-01,1031.2220906474163,812.2200271124555,958.3935923905951
2025-08-01,1009.8269386565989,777.2420934401553,932.4815259194046
2025-09-01,1011.4680499907058,771.8443759001527,931.7818952161365
2025-10-01,1022.5119681347456,817.3898119560502,954.2991926358941
2025-11-01,1041.1063996763698,793.7473547611842,958.8478698678654
2025-12-01,1022.3932755672823,808.6999804801435,951.330192792888
2026-01-01,1022.0949327093958,799.4453635903108,948.0534670960697
2026-02-01,1015.6167058923029,765.6526829350562,932.4918982244346
2026-03-01,1019.8021816513061,821.5432548940307,953.8717531033737
2026-04-01,1038.5069517904058,790.2747167910136,955.9580451630759
2026-05-01,1042.552310352099,815.6419162908012,967.0939198163873
2026-06-01,1037.2518352295135,834.4104627971835,969.7975277213977
2026-07-01,1036.1566485368066,790.7799552753918,954.5573439960039
