Date,Prophet,SARIMA,Ensemble
2022-09-01,241.68858170188398,207.30073229404513,215.58235174600028
2022-10-01,240.5333594412724,211.92519469985507,218.81489375597727
2022-11-01,238.30857656178605,213.96733352067395,219.82943060802742
2022-12-01,227.05326065203894,203.55780378722795,209.21621034520933
2023-01-01,1091.1750941217924,497.0929669276386,640.1656564197724
2023-02-01,1093.3516362964624,502.74812039998585,644.9830565727142
2023-03-01,1065.7542725061685,508.6842243614767,642.843301659431
2023-04-01,1081.7816445642015,505.5741771733618,644.342115630659
2023-05-01,1101.8528022782912,512.2939901244672,654.2773304868826
2023-06-01,1088.9513549781398,506.3862040167503,646.6852622397178
2023-07-01,1083.1106193602047,507.8029190998576,646.354166804507
2023-08-01,1077.99935271233,504.3048518638615,642.4675930506753
2023-09-01,1070.306588329267,495.3447378186026,633.8126945916076
2023-10-01,1064.7208035200251,500.2522188264347,636.1930843215127
2023-11-01,1059.4489049069623,502.2491642906913,636.4394754027368
2023-12-01,1050.7570822517225,491.83579550807036,626.4407062575305
2024-01-01,1214.926873682788,531.0687318646146,695.7621624566501
2024-02-01,1219.8836339799807,536.7348001835794,701.2574082551116
2024-03-01,1228.3787403873644,542.6689969792548,707.8083484418462
2024-04-01,1206.4741507461101,539.4698873189076,700.104401476008
2024-05-01,1199.934662496955,546.2375652728402,703.6673170392816
2024-06-01,1197.4379123362328,540.2694833422318,698.5352353007388
2024-07-01,1196.7967190708916,541.6541047837553,699.4319801587792
2024-08-01,1190.0467111243297,538.1525641048279,695.1481117048979
2024-09-01,1178.6774715103456,529.2480934353243,685.6500511835518
2024-10-01,1186.3109472581766,534.1482018547953,691.2084359542832
2024-11-01,1190.5994195073565,536.166732332162,693.7736360913109
2024-12-01,1174.9236482758758,525.7551971360032,682.0943158984005
2025-01-01,1150.4431827710023,525.1573632135461,675.7448322018889
2025-02-01,1145.5936489557787,530.8182184409139,678.8744723680759
2025-03-01,1175.3625601348258,536.7533261270887,690.5494705684755
2025-04-01,1165.6629742321354,533.5967540159966,685.817145648644
2025-05-01,1168.1101316427762,540.3415709391905,691.5269580213956
2025-06-01,1162.3043791789994,534.4022871821768,685.6198325811873
2025-07-01,1159.9424996231892,535.8022370198859,686.1138217375284
2025-08-01,1153.7290512034638,532.3023553084907,681.9604322545549
2025-09-01,1143.6465547292723,523.371308542708,672.7520820671476
2025-10-01,1146.8998315294102,528.2749382190303,677.2582575636548
2025-11-01,1147.8631871126665,530.2831593760366,679.0148439365948
2025-12-01,1134.2778069229155,519.8707484319618,667.8382873923169
2026-01-01,1122.223810548322,519.3044140423615,664.5053814784526
2026-02-01,1121.1312226286793,524.9677591191016,668.5416964535023
2026-03-01,1122.1573197962769,530.90243175055,673.2942377582517
2026-04-01,1125.1052163878335,527.7255430790563,671.592379995843
2026-05-01,1136.4270728755498,534.4812787674342,679.4477737170132
2026-06-01,1127.152519183234,528.5282405783119,672.6948155597945
2026-07-01,1123.0565797319778,529.9208693481077,672.7656334537846
