,Prophet,SARIMA,Ensemble
MAE,78.40169723612425,116.5273639226415,90.21415504770191
MSE,11128.766633149557,19270.931628778944,13841.093251233668
RMSE,105.49296959110383,138.8197811148647,117.64817572420606
MAPE,12.611329634442889,18.532023471347465,14.461907768106597
SMAPE,11.392556652725743,16.351854586865997,12.87654926535608
R2,-12.783080381618015,-22.86722701839548,-16.142321978696536
Bias,60.91785064964299,116.5273639226415,84.92974800552345
