,Prophet,SARIMA,Ensemble
MAE,143.17096012158348,324.9880626893383,194.94061540685172
MSE,33885.900826090394,136506.71185610685,57844.37771522775
RMSE,184.08123431270877,369.4681472821532,240.5085813754423
MAPE,11.739951371066052,27.166774975586776,15.945781939700144
SMAPE,12.813047506138947,32.61293759413741,17.991285888180464
R2,-0.18910206756353576,-3.7902050512825136,-1.0298374091074534
Bias,-124.78948119655263,-323.5153412999796,-190.87518706853095
