,Prophet,SARIMA,Ensemble
MAE,38.006050999596006,46.13842788131631,29.175153295441294
MSE,1705.8872467252343,3121.0380181086584,1519.2741116564052
RMSE,41.30238790584915,55.86625115495632,38.97786694595287
MAPE,12.575237385441508,14.506744148506437,9.044907001739253
SMAPE,12.340414125757254,16.09228664444983,9.591720570116149
R2,-0.2923254163112792,-1.3643982120262943,-0.15095329577404093
Bias,8.493409764041118,-46.13842788131631,-14.728335155386183
