,Prophet,SARIMA,Ensemble
MAE,172.02772291858076,549.5235168459208,233.03122512888424
MSE,37245.098494598715,335261.3491297582,63859.80699171131
RMSE,192.98989220837115,579.0175723842569,252.7049801482181
MAPE,6.8174402248278945,22.239949364186078,9.375735112710185
SMAPE,6.77414956081783,19.782670315298038,8.94791856227398
R2,-1.567057818419452,-22.10734304064758,-3.401433301206147
Bias,60.532250369348134,549.5235168459208,182.7724826680681
