,Prophet,SARIMA,Ensemble
MAE,69.69053414759986,296.8106933776893,117.08466372308185
MSE,13962.221859780782,98015.6426002279,20666.94634894785
RMSE,118.1618460408468,313.07450007981794,143.76003042900294
MAPE,6.809644981361459,31.078241758081703,11.790308932969609
SMAPE,7.427187353122852,37.61405853926788,12.842870894659464
R2,-1.3961769808084323,-15.821307447803296,-2.5468324169523866
Bias,-49.401378666932814,-296.41421334258115,-117.08466372308185
