,Prophet,SARIMA,Ensemble
MAE,190.27929072901583,229.10692443416127,207.7044699323895
MSE,41484.363689691454,62583.10287479275,49865.02694663786
RMSE,203.67710644471424,250.1661505375832,223.30478487179323
MAPE,31.682002093348068,37.6142439385749,34.34429096770536
SMAPE,38.25880831261615,47.69506083861115,42.23376291361319
R2,-3.4135968729523496,-5.658330093091874,-4.305230873194151
Bias,-190.27929072901583,-229.10692443416127,-207.7044699323895
